State_FIPS_Code,County_FIPS_Code,CHSI_County_Name,CHSI_State_Name,CHSI_State_Abbr,Strata_ID_Number,Strata_Determining_Factors,Number_Counties,Population_Size,Population_Density,ALE,All_Death,Health_Status,Unhealthy_Days,Poverty,Age_19_Under,Age_19_64,Age_65_84,Age_85_and_Over,White,Black,Native_American,Asian,Hispanic
31,21,Burt,Nebraska,NE,40,"frontier status, population size, poverty, age",62,7455,15,77.4,888.1,15,5,9.9,23.5,54.8,17.9,3.8,98,0.3,1.1,0.2,1.4
31,23,Butler,Nebraska,NE,56,"frontier status, population size, poverty, age, population density",39,8720,15,78.9,852,16,6.5,9.1,25,57.5,15.2,2.4,99.2,0.1,0.2,0.2,2.3
31,25,Cass,Nebraska,NE,38,"frontier status, population size, poverty, age",35,25734,46,78.5,857.9,12.7,5.6,6.4,25.7,62.3,10.6,1.4,97.9,0.5,0.2,0.5,1.8
31,27,Cedar,Nebraska,NE,56,"frontier status, population size, poverty, age, population density",39,9066,12,79,739.2,10.2,3.8,8.4,26.5,53.5,16.5,3.6,99.3,0.1,0.2,0,0.6
31,29,Chase,Nebraska,NE,82,"frontier status, population size, poverty, age",37,3866,4,77.5,833.3,14.8,5.1,10.1,22.9,56.6,17.2,3.4,99.4,0.2,0.1,0.2,4.3
31,31,Cherry,Nebraska,NE,85,"frontier status, population size, poverty, age",25,6098,1,78.4,775.4,11.8,4.6,12.4,24.2,58.3,15,2.5,93.4,0.1,4.3,0.7,1
31,33,Cheyenne,Nebraska,NE,56,"frontier status, population size, poverty, age, population density",39,9993,8,76.4,894.2,19.7,6.3,9.5,24.1,60.2,13.4,2.3,97.6,0.2,0.8,1.1,4.6
31,35,Clay,Nebraska,NE,56,"frontier status, population size, poverty, age, population density",39,6733,12,77.8,861.9,12.1,3.5,10.4,24.1,57.2,16.1,2.6,98.8,0.3,0.4,0.3,4.2
31,37,Colfax,Nebraska,NE,57,"frontier status, population size, poverty, age, population density",42,10433,25,80.1,706.8,13,4.1,9.5,28.2,54.8,13.7,3.3,98.2,0.1,0.4,1,31.6
31,39,Cuming,Nebraska,NE,56,"frontier status, population size, poverty, age, population density",39,9688,17,80.1,714,11.4,3.9,8.8,25.2,54.7,16.7,3.4,99,0.2,0.5,0.2,7.9
31,41,Custer,Nebraska,NE,82,"frontier status, population size, poverty, age",37,11410,4,78.4,812.5,15.9,5.6,12.3,24.6,55.1,16.7,3.6,98.8,0.2,0.6,0.2,1.3
31,43,Dakota,Nebraska,NE,38,"frontier status, population size, poverty, age",35,20349,77,77.4,954.1,14.2,5.5,10.8,31,58.2,9.2,1.5,91.5,1.5,2.4,3.3,28.8
31,45,Dawes,Nebraska,NE,84,"frontier status, population size, poverty, age",52,8636,6,78.3,838.8,10.2,4.8,16,24.1,60.5,12.7,2.7,93.5,1.2,3.9,0.3,2.6
31,47,Dawson,Nebraska,NE,57,"frontier status, population size, poverty, age, population density",42,24617,24,76.9,836.8,17.1,4.6,10.6,29.7,57.3,10.7,2.2,97.1,1,0.7,0.7,29.8
31,51,Dixon,Nebraska,NE,56,"frontier status, population size, poverty, age, population density",39,6155,13,79,709.6,14.2,5.2,8.9,25.7,57.1,14.3,2.9,98.9,0,0.6,0.4,7.5
31,53,Dodge,Nebraska,NE,26,"frontier status, population size, poverty, age",40,36078,68,78.3,812.3,15.3,5,9.6,24.5,58.1,14.4,3,97.7,0.7,0.4,0.7,6.5
31,55,Douglas,Nebraska,NE,10,"frontier status, population size, poverty, age",36,486929,1471,76.8,858.9,11.8,5,10.8,27.1,62.2,9.2,1.5,83.8,11.7,0.6,2.2,8.6
31,59,Fillmore,Nebraska,NE,54,"frontier status, population size, poverty, age, population density",38,6385,11,79.2,823.5,9.4,4.5,9.5,24.3,54.4,17.6,3.7,98.9,0.3,0.7,0.1,2.5
31,61,Franklin,Nebraska,NE,58,"frontier status, population size, poverty, age, population density",48,3421,6,77.7,867,16.4,5.7,11.6,21.6,54.4,19.5,4.5,99.3,0,0.4,0.1,0.7
31,63,Frontier,Nebraska,NE,82,"frontier status, population size, poverty, age",37,2795,3,77.7,735.1,16.1,4.9,10.6,24.2,56.6,16,3.3,98.9,0.1,0.3,0.3,1.2
31,65,Furnas,Nebraska,NE,58,"frontier status, population size, poverty, age, population density",48,5019,7,77.7,891.2,15.2,5.6,11.1,22.3,54.7,18.4,4.6,98.8,0.1,0.4,0.3,1.3
31,67,Gage,Nebraska,NE,55,"frontier status, population size, poverty, age, population density",47,23306,27,77.4,828.7,17.2,6.2,9.7,22.8,58.4,15.5,3.2,98,0.4,0.4,0.5,1.3
31,71,Garfield,Nebraska,NE,84,"frontier status, population size, poverty, age",52,1816,3,78.3,834.6,15.1,4.3,11.5,21.6,54,20.9,3.5,99.3,0,0.2,0.1,1.2
31,73,Gosper,Nebraska,NE,79,"frontier status, population size, poverty, age",33,2020,4,76.9,780.1,13.9,3.9,8,21.7,55.5,19.8,3,99.4,0,0.1,0.4,1.3
31,79,Hall,Nebraska,NE,45,"frontier status, population size, poverty, age, population density",38,55104,101,77.2,826.1,16,5.1,12.1,27.5,58.9,11.5,2.1,96.4,1.2,0.4,1.3,18.2
31,81,Hamilton,Nebraska,NE,56,"frontier status, population size, poverty, age, population density",39,9568,18,79,821.3,14.9,4.2,8.2,26.2,58.8,12.8,2.2,99.2,0.2,0.1,0.2,1.3
31,87,Hitchcock,Nebraska,NE,82,"frontier status, population size, poverty, age",37,2970,4,77.5,820.5,23.1,7.8,13.1,21.2,55.4,18.9,4.4,99.1,0.1,0.3,0.2,1.7
31,89,Holt,Nebraska,NE,82,"frontier status, population size, poverty, age",37,10784,4,79.5,729.3,12.4,3.6,12.2,24.3,55,16.7,4,99.2,0.1,0.3,0.3,1.3
31,93,Howard,Nebraska,NE,56,"frontier status, population size, poverty, age, population density",39,6708,12,78.3,764,15,5.1,10.7,25.1,58,14.1,2.9,98.8,0.5,0.2,0.4,1.4
31,95,Jefferson,Nebraska,NE,59,"frontier status, population size, poverty, age, population density",32,7925,14,78.7,758.8,12.8,5.5,9.5,21.2,56.2,17.5,5.1,98.5,0.1,0.7,0.4,1.4
31,97,Johnson,Nebraska,NE,54,"frontier status, population size, poverty, age, population density",38,4695,12,77,768.9,19.6,4.8,9,21.6,54.4,16.4,7.6,95.8,0.4,0.4,3.1,5.6
31,99,Kearney,Nebraska,NE,56,"frontier status, population size, poverty, age, population density",39,6774,13,76.9,814.4,16.6,4,7.9,24.1,60.2,12.8,2.8,99.1,0.3,0.2,0.2,2.5
31,101,Keith,Nebraska,NE,56,"frontier status, population size, poverty, age, population density",39,8330,8,77.5,848.9,19.9,5.8,10.5,22.8,57.5,17.2,2.5,98.4,0.2,0.9,0.3,4.1
31,105,Kimball,Nebraska,NE,79,"frontier status, population size, poverty, age",33,3782,4,76.4,842.5,12.8,5.3,11.9,22.8,55.6,17.8,3.8,98.7,0.3,0.6,0.1,4.2
31,107,Knox,Nebraska,NE,61,"frontier status, population size, poverty, age, population density",32,8916,8,79,795.3,13.3,5,13.7,23.4,53.1,19.4,4.1,91.6,0.1,8,0.3,1.3
31,109,Lancaster,Nebraska,NE,11,"frontier status, population size, poverty, age",44,264814,316,79,759.1,9.5,4.6,9.5,24.9,64.7,8.9,1.6,91.6,3,0.7,3.2,4.1
31,111,Lincoln,Nebraska,NE,31,"frontier status, population size, poverty, age",22,35636,14,77.7,812.9,14.4,5.6,10.9,25.4,59.6,12.7,2.3,97.2,0.9,0.7,0.4,5.4
31,119,Madison,Nebraska,NE,47,"frontier status, population size, poverty, age, population density",34,35488,62,78.7,783.9,15.1,4.6,11.2,27.2,58.6,11.8,2.4,95.3,1.9,1.4,0.7,12.2
31,121,Merrick,Nebraska,NE,56,"frontier status, population size, poverty, age, population density",39,8066,17,79,805.2,17.7,4.6,9.9,25.1,57,14.9,3.1,99.2,0.3,0.2,0.2,2.3
31,123,Morrill,Nebraska,NE,85,"frontier status, population size, poverty, age",25,5165,4,76.4,960.5,13.5,4.3,13.7,24.5,58.6,14.6,2.3,98.6,0.1,0.8,0.4,10.1
31,125,Nance,Nebraska,NE,40,"frontier status, population size, poverty, age",62,3666,8,78.7,942.5,8.7,3.4,11.6,24.9,55.3,17.5,2.3,99.4,0,0.4,0,1.4
31,127,Nemaha,Nebraska,NE,54,"frontier status, population size, poverty, age, population density",38,6965,17,77,855.9,18.1,4.9,11.1,22.5,59.6,14.1,3.8,98.1,0.5,0.4,0.7,1.4
31,129,Nuckolls,Nebraska,NE,58,"frontier status, population size, poverty, age, population density",48,4739,8,77.8,803.2,12,5.2,11.1,21.6,54.9,18.9,4.6,99.5,0.1,0,0.3,1.5
31,131,Otoe,Nebraska,NE,54,"frontier status, population size, poverty, age, population density",38,15509,25,77,819,14.2,3.5,8.4,24.5,57.8,14.8,3,98.4,0.4,0.3,0.3,3.2
31,133,Pawnee,Nebraska,NE,58,"frontier status, population size, poverty, age, population density",48,2878,7,77,857.7,15.6,3.1,10.8,21,53.1,20.4,5.5,99.3,0,0.2,0.2,0.9
31,135,Perkins,Nebraska,NE,79,"frontier status, population size, poverty, age",33,3057,3,77.5,769.4,12.9,4.7,10.1,23.9,57.1,14.9,4,99,0.1,0.3,0.3,2.7
31,137,Phelps,Nebraska,NE,56,"frontier status, population size, poverty, age, population density",39,9449,17,76.9,792.9,12,4.7,9.6,24.4,57.2,15.3,3.1,98.8,0.2,0.3,0.3,2.8
31,139,Pierce,Nebraska,NE,56,"frontier status, population size, poverty, age, population density",39,7600,13,77.4,802.5,7.6,4.9,9.9,25.9,59.5,11.6,2.9,99.2,0.1,0.4,0.2,0.8
31,141,Platte,Nebraska,NE,47,"frontier status, population size, poverty, age, population density",34,31262,46,79.2,750.4,12.6,4.7,8.6,27.9,59.1,11,1.9,97.9,0.5,0.3,0.5,9.5
31,143,Polk,Nebraska,NE,56,"frontier status, population size, poverty, age, population density",39,5421,12,79,717.2,18.2,4.2,7.4,23.9,55.7,16.6,3.9,99.4,0.1,0.3,0,2.3
31,145,Red Willow,Nebraska,NE,40,"frontier status, population size, poverty, age",62,11060,15,77.7,778.4,16.9,5.8,10.7,24.3,56.3,15.8,3.6,98.5,0.3,0.5,0.2,3
31,147,Richardson,Nebraska,NE,59,"frontier status, population size, poverty, age, population density",32,8732,16,77,924,17,5.9,11.5,22.9,55.7,17.6,3.8,95.8,0.3,2.3,0.3,1.2
31,151,Saline,Nebraska,NE,54,"frontier status, population size, poverty, age, population density",38,14195,25,78.7,810.8,10.5,3.8,8.3,26,58.6,12.1,3.3,96.4,1,0.4,1.6,15.2
31,153,Sarpy,Nebraska,NE,12,"frontier status, population size, poverty, age",57,139371,579,78.2,868.1,9.3,4.8,5.5,29.3,63.1,7,0.6,91.5,4,0.4,2.2,5.2
31,155,Saunders,Nebraska,NE,57,"frontier status, population size, poverty, age, population density",42,20458,27,78.5,745.8,12.6,5.3,7.5,25.2,59.9,12.5,2.3,98.9,0.2,0.3,0.3,1.5
31,157,Scotts Bluff,Nebraska,NE,34,"frontier status, population size, poverty, age",22,36752,50,77.4,883.1,17.8,6.2,14.4,25.6,57.4,14.3,2.7,95.8,0.5,2.2,0.7,18.5
31,159,Seward,Nebraska,NE,55,"frontier status, population size, poverty, age, population density",47,16739,29,78.9,776.5,10.8,3.9,7.3,25.5,59.6,12.2,2.7,98,0.4,0.2,0.6,1.4
31,161,Sheridan,Nebraska,NE,85,"frontier status, population size, poverty, age",25,5668,2,78.3,847.9,16.9,6.5,13.3,23.7,54.4,17.9,4,87.6,0.1,10.3,0.2,1.4
31,163,Sherman,Nebraska,NE,82,"frontier status, population size, poverty, age",37,3112,5,78.3,794,15.1,5.2,11.5,22.1,54.8,18.6,4.5,99.4,0.1,0.1,0.3,1
31,167,Stanton,Nebraska,NE,38,"frontier status, population size, poverty, age",35,6534,15,80.1,709.4,10.5,4.3,7.8,27.6,60,10.6,1.8,98.5,0.4,0.5,0.2,2.8
31,169,Thayer,Nebraska,NE,58,"frontier status, population size, poverty, age, population density",48,5436,9,77.8,805.6,16.8,5.2,10.3,22,53.3,20.3,4.3,99.4,0,0.3,0.1,1.2
31,173,Thurston,Nebraska,NE,66,"frontier status, population size, poverty, age, population density",37,7365,19,77.4,1152.1,13.9,4.1,20.3,37.1,50.7,10.5,1.7,44.8,0.6,53.4,0.1,3.3
31,175,Valley,Nebraska,NE,58,"frontier status, population size, poverty, age, population density",48,4402,8,78.3,735.9,23.1,6.9,11.8,22.7,54.6,18.8,3.9,98.9,0.2,0.4,0.2,1.7
31,177,Washington,Nebraska,NE,38,"frontier status, population size, poverty, age",35,19772,51,78.3,797.3,13.2,6,6.1,24.5,62.3,11.3,1.8,98.5,0.5,0.2,0.5,1.1
31,179,Wayne,Nebraska,NE,37,"frontier status, population size, poverty, age",30,9211,21,77.4,624.9,5.8,2.7,11.3,24.1,62.2,11.6,2.2,97.8,0.9,0.4,0.5,3.2
31,181,Webster,Nebraska,NE,58,"frontier status, population size, poverty, age, population density",48,3762,7,77.8,826.3,16.3,5.2,9.6,21.4,53.3,20.4,4.9,98.6,0.2,0.2,0.7,0.7
31,185,York,Nebraska,NE,57,"frontier status, population size, poverty, age, population density",42,14397,25,79.2,737.8,17,5.1,9,24.5,57.9,14.2,3.4,96.7,1.5,0.4,0.8,2.5
32,1,Churchill,Nevada,NV,78,"frontier status, population size, poverty, age",43,24556,5,75.5,929.3,14.1,5.7,10.4,30,57,11.5,1.5,88,1.6,5,3.2,9.8
32,3,Clark,Nevada,NV,1,"frontier status, population size",34,1710551,216,75.7,924.7,16.7,6.5,11.4,27.3,62,9.7,1,78.9,10.1,1,7.3,25.6
32,5,Douglas,Nevada,NV,47,"frontier status, population size, poverty, age, population density",34,47017,66,79.8,679.5,12.1,6,7.2,21.3,59.5,17.4,1.8,94.5,0.7,1.5,1.8,8.1
32,7,Elko,Nevada,NV,77,"frontier status, population size",15,45570,3,77.7,865.3,14.7,6.3,9.8,31.2,61.5,6.6,0.7,91.4,0.9,5.6,1,21.6
32,13,Humboldt,Nevada,NV,78,"frontier status, population size, poverty, age",43,17129,2,75.7,927.2,14.3,6.4,10.4,30.4,60,8.4,1.2,92.3,0.6,5,0.8,20
32,17,Lincoln,Nevada,NV,82,"frontier status, population size, poverty, age",37,4391,0,74.5,932.6,15.6,5,13.5,26.3,54.6,17,2.1,95.3,2,1.9,0.4,5.8
32,19,Lyon,Nevada,NV,31,"frontier status, population size, poverty, age",22,47515,24,75.5,993.1,15.9,7.1,9.7,25.3,60.9,12.5,1.2,92.8,1.2,2.4,1.3,12.4
32,21,Mineral,Nevada,NV,80,"frontier status, population size, poverty, age",41,4910,1,75.5,1092.6,23.1,7.4,14.6,23.1,56.1,17.8,3,77.4,4.5,16.3,1.1,9.8
32,23,Nye,Nevada,NV,77,"frontier status, population size",15,40477,2,74.5,1004.6,19.6,8,12.4,22.2,56.9,19.3,1.6,93.1,1.7,1.8,1.5,10.9
32,27,Pershing,Nevada,NV,80,"frontier status, population size, poverty, age",41,6360,1,75.7,850.1,13.2,7.1,13.3,23.8,67.3,7.8,1.1,89.5,5.8,3,1,19.9
32,31,Washoe,Nevada,NV,9,"frontier status, population size, poverty, age",24,389872,61,76.2,898.7,13.2,6.4,10,26.3,62.4,10.1,1.2,87.8,2.4,2,5.5,19.7
32,33,White Pine,Nevada,NV,80,"frontier status, population size, poverty, age",41,8994,1,75.7,988.8,17.6,7.7,13.2,22.1,62.8,13.2,1.9,90.2,4.5,3.5,1.1,11.4
32,510,Carson City,Nevada,NV,26,"frontier status, population size, poverty, age",40,56062,391,75.3,994.7,20,6.8,10.3,24.4,59.9,13.8,1.8,92,2.2,2.1,2.4,18.4
33,1,Belknap,New Hampshire,NH,17,"frontier status, population size, poverty, age",32,61547,153,77.8,828.7,11.5,5.9,7.3,21.9,62.8,13.3,2.1,97.6,0.5,0.3,0.8,0.8
33,3,Carroll,New Hampshire,NH,26,"frontier status, population size, poverty, age",40,47439,51,78.1,743.3,11.6,5.6,7.3,20.6,60.6,16.3,2.4,98.3,0.3,0.2,0.5,0.8
33,5,Cheshire,New Hampshire,NH,17,"frontier status, population size, poverty, age",32,77287,109,78,817,10.5,5.4,7.2,23.3,62.6,12.1,2,97.7,0.6,0.3,0.7,1
33,7,Coos,New Hampshire,NH,30,"frontier status, population size, poverty, age",57,33655,19,76.2,901.6,15.7,6,9.7,21.2,60.6,15.2,2.9,98.2,0.3,0.3,0.4,0.9
33,9,Grafton,New Hampshire,NH,17,"frontier status, population size, poverty, age",32,84708,49,78.7,745.9,9.5,4.8,7.2,22.5,63.1,12.3,2.1,95.9,0.7,0.3,2,1.3
33,11,Hillsborough,New Hampshire,NH,9,"frontier status, population size, poverty, age",24,401291,458,78.4,772.9,9.8,5.3,6.3,26.1,62.9,9.4,1.6,94,1.7,0.2,2.9,4.1
33,13,Merrimack,New Hampshire,NH,11,"frontier status, population size, poverty, age",44,146881,157,78.2,784.1,11.2,5.6,6.3,24,63.6,10.4,1.9,96.8,0.7,0.3,1.2,1.3
33,15,Rockingham,New Hampshire,NH,9,"frontier status, population size, poverty, age",24,295076,425,78.6,757.5,9.7,5.4,4.5,25.3,63.7,9.6,1.5,96.8,0.8,0.2,1.5,1.7
33,17,Strafford,New Hampshire,NH,11,"frontier status, population size, poverty, age",44,119015,323,78.1,791.7,12.2,5.8,8.5,24.5,64,9.8,1.7,96,0.9,0.3,1.8,1.3
33,19,Sullivan,New Hampshire,NH,26,"frontier status, population size, poverty, age",40,43041,80,77.3,824.6,11.9,6,7.6,23.1,61.1,13.4,2.3,98.3,0.3,0.2,0.5,0.9
34,1,Atlantic,New Jersey,NJ,16,"frontier status, population size, poverty, age",27,271015,483,75.5,981.1,16.7,6.2,10.8,26.1,60.4,11.6,1.9,74,17.9,0.3,6.4,13.7
34,3,Bergen,New Jersey,NJ,2,"frontier status, population size, poverty",32,902561,3854,79.9,691.3,11.7,5.3,6.1,24.2,61,12.5,2.3,79.2,5.9,0.2,13.6,13.1
34,5,Burlington,New Jersey,NJ,10,"frontier status, population size, poverty, age",36,450743,560,77.6,861.4,11.9,5.7,5.8,25.2,62,11.3,1.6,77.6,16.6,0.2,3.7,4.8
34,7,Camden,New Jersey,NJ,3,"frontier status, population size, poverty",39,518249,2331,75.8,921.3,17.3,6.3,10.9,27.3,60.6,10.4,1.7,73.4,20.3,0.3,4.6,11.1
34,9,Cape May,New Jersey,NJ,18,"frontier status, population size, poverty, age",20,99286,389,76.6,869,15.9,6.6,9.6,22.4,57.1,17.2,3.3,93.3,5,0.2,0.8,3.9
34,11,Cumberland,New Jersey,NJ,6,"frontier status, population size, poverty",53,153252,313,74.7,992.8,19,6.7,14.9,26.2,61.3,10.7,1.8,74.3,21.7,1,1.4,21.7
34,13,Essex,New Jersey,NJ,3,"frontier status, population size, poverty",39,791057,6265,74.7,899.8,17.7,5.2,14.4,28.1,60.4,9.8,1.8,51.4,42.6,0.3,4.4,17.2
34,15,Gloucester,New Jersey,NJ,12,"frontier status, population size, poverty, age",57,276910,853,76.7,962.7,13.6,6.5,6.7,26,62.5,10.1,1.4,86.9,9.9,0.2,2,3.1
34,17,Hudson,New Jersey,NJ,3,"frontier status, population size, poverty",39,603521,12926,76.7,807.2,19.5,6.1,15,24.6,64.4,9.4,1.7,71.1,15.1,0.6,11.1,40.1
34,19,Hunterdon,New Jersey,NJ,11,"frontier status, population size, poverty, age",44,130404,303,79.5,717,8.9,4.6,3.5,25.2,63.8,9.6,1.4,93.4,2.8,0.2,3,3.6
34,21,Mercer,New Jersey,NJ,9,"frontier status, population size, poverty, age",24,366256,1621,77.1,797.4,14.5,5.7,8.1,25.9,62.1,10.2,1.8,70,20.6,0.2,7.8,11.6
34,23,Middlesex,New Jersey,NJ,2,"frontier status, population size, poverty",32,789516,2549,78.3,740.4,12.5,5.4,7.4,25.5,62.6,10.2,1.7,69.5,10.4,0.3,18.3,15.9
34,25,Monmouth,New Jersey,NJ,2,"frontier status, population size, poverty",32,635952,1348,77.6,832.2,10.7,5.5,6.5,26.6,60.9,10.7,1.8,85.8,8.1,0.2,4.9,7.5
34,27,Morris,New Jersey,NJ,9,"frontier status, population size, poverty, age",24,490593,1046,79.3,750.5,9.8,4.9,4.2,26,61.7,10.7,1.6,87.7,3.1,0.2,8,9.6
34,29,Ocean,New Jersey,NJ,10,"frontier status, population size, poverty, age",36,558341,878,77.8,797.5,17.3,6.7,8.1,24.2,54.9,16.9,4.1,94,3.4,0.2,1.6,6.2
34,31,Passaic,New Jersey,NJ,4,"frontier status, population size, poverty",25,499060,2693,77.1,818.4,20.5,6.1,12.6,28.5,59.8,9.9,1.8,78.1,15.3,0.7,4.6,33.3
34,33,Salem,New Jersey,NJ,18,"frontier status, population size, poverty, age",20,66346,196,75.3,963.9,18.3,6.2,9.3,25.3,60.7,11.8,2.1,82.7,15.1,0.4,0.8,4.7
34,35,Somerset,New Jersey,NJ,9,"frontier status, population size, poverty, age",24,319900,1050,79.5,751.5,9.5,4.7,4.7,26.9,61.9,9.8,1.5,78.3,8.8,0.2,11.7,11
34,37,Sussex,New Jersey,NJ,12,"frontier status, population size, poverty, age",57,153130,294,77.6,836.5,13.5,5.4,4.8,26.8,63.6,8.4,1.2,95.7,1.6,0.1,1.7,5.1
34,39,Union,New Jersey,NJ,10,"frontier status, population size, poverty, age",36,531457,5145,77.7,776.2,15.6,5.2,9.9,27,60.2,10.7,2.1,71.4,22.6,0.4,4.5,23.4
34,41,Warren,New Jersey,NJ,46,"frontier status, population size, poverty, age, population density",26,110376,308,78,802.9,15,6.5,6.1,26,61.6,10.5,2,93.9,3,0.1,2.2,5.5
35,1,Bernalillo,New Mexico,NM,3,"frontier status, population size, poverty",39,603562,518,77.7,814.8,14.3,6,14.8,25.5,62.8,10.3,1.4,87.6,3.3,4.9,2.3,43.5
35,3,Catron,New Mexico,NM,87,"frontier status, population size, poverty, age",32,3409,0,77.4,685.1,17.4,5.6,18.9,17.3,58.8,21.6,2.3,95.4,0.5,2.6,0.8,19.3
35,5,Chaves,New Mexico,NM,8,"frontier status, population size, poverty",54,61860,10,76,917.6,23.3,6.7,21.3,28.2,57.3,12.4,2.1,94.2,2.6,1.3,0.9,46.5
35,6,Cibola,New Mexico,NM,77,"frontier status, population size",15,27620,6,76.1,902.5,21.3,6.6,21.3,28.4,59.5,10.8,1.3,55.7,1.5,41.5,0.5,33.2
35,7,Colfax,New Mexico,NM,85,"frontier status, population size, poverty, age",25,13755,4,78.4,774.6,17.7,7.8,15.6,23.2,58.5,15.5,2.8,96.5,0.5,1.9,0.4,46.7
35,9,Curry,New Mexico,NM,51,"frontier status, population size, poverty, age, population density",33,45846,33,76,916,19.3,6.1,18.7,30.5,57.9,10,1.6,86,7.4,1.5,2.6,33.3
35,11,De Baca,New Mexico,NM,87,"frontier status, population size, poverty, age",32,2016,1,77,785.3,15.5,6.7,17.8,20.2,54.1,20.7,5.1,98.3,0.2,1.1,0.2,34.9
35,13,Dona Ana,New Mexico,NM,7,"frontier status, population size, poverty",33,189444,50,78.5,782.1,20.8,6.1,24.5,29.5,59.1,10.2,1.2,93.6,2.4,1.6,1.1,64.2
35,15,Eddy,New Mexico,NM,8,"frontier status, population size, poverty",54,51437,12,75.2,975.1,21.6,6.6,17.5,27.2,58.6,12.3,1.8,95,1.9,1.5,0.8,40.8
35,17,Grant,New Mexico,NM,51,"frontier status, population size, poverty, age, population density",33,29747,8,76.6,836.3,20.7,7.1,19.6,23.9,57.1,16.6,2.3,95.9,1.1,1.5,0.6,47.8
35,25,Lea,New Mexico,NM,8,"frontier status, population size, poverty",54,56719,13,75,968.4,23.3,6.3,18.6,29.4,58.7,10.6,1.3,92.1,5.1,1.2,0.6,44.2
35,27,Lincoln,New Mexico,NM,87,"frontier status, population size, poverty, age",32,21007,4,76.8,745,16.3,5.7,15.2,21.5,59.9,17.1,1.5,95.4,1.2,2.3,0.4,27.5
35,28,Los Alamos,New Mexico,NM,37,"frontier status, population size, poverty, age",30,18822,172,79.6,648.3,8.6,5,3,23.2,64.4,11.2,1.2,92,0.6,0.8,4.9,13.2
35,29,Luna,New Mexico,NM,74,"frontier status, population size, poverty, age, population density",30,26498,9,76.6,844.2,29.3,7.4,26.2,28.6,52.6,16.4,2.3,95.8,1.8,1.2,0.5,59.3
35,31,McKinley,New Mexico,NM,8,"frontier status, population size, poverty",54,71918,13,74.5,955.7,19.2,5.5,30.6,36.3,55.5,7.4,0.7,20.6,0.6,76.8,0.6,11.3
35,33,Mora,New Mexico,NM,88,"frontier status, population size, poverty, age",23,5107,3,78.4,797.5,24.8,8.2,21.2,22.5,61.7,14,1.8,98,0.4,1.4,0.2,78.7
35,35,Otero,New Mexico,NM,23,"frontier status, population size, poverty, age",37,63538,10,77.7,855.8,17.6,6.5,16.5,27.7,59.2,11.8,1.2,86,4.3,6.2,1.6,33.4
35,37,Quay,New Mexico,NM,88,"frontier status, population size, poverty, age",23,9259,3,77,952.8,24,8,21.2,22.4,57.6,17.1,2.8,95.5,1.1,1.6,1.6,38.1
35,39,Rio Arriba,New Mexico,NM,77,"frontier status, population size",15,40828,7,74.2,914.1,21.4,6.8,17.9,27.9,60.1,10.6,1.4,82.8,0.7,15.5,0.5,71.5
35,41,Roosevelt,New Mexico,NM,66,"frontier status, population size, poverty, age, population density",37,18238,7,77,826.3,19.2,6.4,21.5,29.4,58.8,10.3,1.5,94.9,2.3,1.4,0.8,35.3
35,43,Sandoval,New Mexico,NM,20,"frontier status, population size, poverty, age",32,107460,29,79,711.3,14.9,6.1,12,26.9,62.2,9.5,1.4,79.4,2.2,15.5,1.3,31.2
35,45,San Juan,New Mexico,NM,7,"frontier status, population size, poverty",33,126208,23,76.4,867.9,17.6,6.5,18.4,30.7,59.6,8.7,0.9,56.1,0.8,40.9,0.5,15.9
35,47,San Miguel,New Mexico,NM,77,"frontier status, population size",15,29530,6,75.8,895.2,22.5,8.1,21.7,25.9,61.2,11.4,1.5,94.9,1.2,2.2,0.9,77
35,49,Santa Fe,New Mexico,NM,14,"frontier status, population size, poverty, age",40,140855,74,79.6,680.2,13.3,5.4,12.3,22.6,65.5,10.6,1.3,92.8,1.1,3.5,1.2,49
35,51,Sierra,New Mexico,NM,87,"frontier status, population size, poverty, age",32,12815,3,76.8,952.7,28,8.2,21.2,18.8,53.1,24.2,3.9,96.7,0.5,1.9,0.3,28.7
35,53,Socorro,New Mexico,NM,86,"frontier status, population size, poverty, age",38,18148,3,77.4,879,17.8,7.8,25.1,27.1,61.1,10.7,1.2,83.7,1.1,12.4,1.8,46.6
35,55,Taos,New Mexico,NM,51,"frontier status, population size, poverty, age, population density",33,31722,14,78.7,743.4,18.7,6.5,19.4,22.2,63.5,12.6,1.7,90.7,0.7,7.1,0.7,55
35,57,Torrance,New Mexico,NM,86,"frontier status, population size, poverty, age",38,17501,5,77.4,884.4,18.9,6.4,21.5,25.5,63.7,9.7,1.1,92.7,3,2.5,0.5,38.1
35,59,Union,New Mexico,NM,88,"frontier status, population size, poverty, age",23,3850,1,78.4,970.4,11.5,4.7,15.5,24.1,57,16.5,2.4,98.1,0,1.2,0.7,36.2
35,61,Valencia,New Mexico,NM,23,"frontier status, population size, poverty, age",37,69417,65,76.1,855.1,18,7,16.6,27.9,61.3,9.6,1.2,92.2,1.8,3.9,0.8,55
36,1,Albany,New York,NY,10,"frontier status, population size, poverty, age",36,297414,568,77.7,817.7,12.7,5.1,10.8,23.3,63,11.5,2.2,82.4,12.1,0.2,3.8,3.5
36,3,Allegany,New York,NY,23,"frontier status, population size, poverty, age",37,50602,49,77.1,891.6,17.4,6.8,14.8,25.7,60.4,11.9,2,97,1.1,0.3,1,1.1
